Unprojected (Latitude/Longitude)|Unprojected (Latitude/Longitude)|+proj=longlat +ellps=WGS84 +no_defs|GEOGCS["WGS 84",DATUM["unknown",SPHEROID["WGS84",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]]|GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]]|
State Plane - 1927|West Virginia, North|+proj=lcc +ellps=clrk66 +lon_0=-79.5 +lat_0=38.5 +lat_1=39 +lat_2=40.25 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",39],PARAMETER["standard_parallel_2",40.25],PARAMETER["latitude_of_origin",38.5],PARAMETER["central_meridian",-79.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",39],PARAMETER["standard_parallel_2",40.25],PARAMETER["latitude_of_origin",38.5],PARAMETER["central_meridian",-79.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Georgia, West|+proj=tmerc +ellps=clrk66 +lon_0=-84.16666666666 +lat_0=30 +k=0.99990000000000 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-84.16666666666001],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-84.16666666666001],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Colorado, Central|+proj=lcc +ellps=clrk66 +lon_0=-105.5 +lat_0=37.83333333333 +lat_1=38.45 +lat_2=39.75 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",38.45],PARAMETER["standard_parallel_2",39.75],PARAMETER["latitude_of_origin",37.83333333333],PARAMETER["central_meridian",-105.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",38.45],PARAMETER["standard_parallel_2",39.75],PARAMETER["latitude_of_origin",37.83333333333],PARAMETER["central_meridian",-105.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Delaware|+proj=tmerc +ellps=clrk66 +lon_0=-75.416666666666 +lat_0=38 +k=0.99999500000000 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",38],PARAMETER["central_meridian",-75.416666666666],PARAMETER["scale_factor",0.999995],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",38],PARAMETER["central_meridian",-75.416666666666],PARAMETER["scale_factor",0.999995],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Samoa|+proj=lcc +ellps=clrk66 +lon_0=-170 +lat_0=-14.26666666666 +lat_1=-14.26666666666 +lat_2=-14.26666666666 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_1SP"],PARAMETER["latitude_of_origin",-14.26666666666],PARAMETER["central_meridian",-170],PARAMETER["scale_factor",1],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_1SP"],PARAMETER["latitude_of_origin",-14.26666666666],PARAMETER["central_meridian",-170],PARAMETER["scale_factor",1],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Nebraska, North|+proj=lcc +ellps=clrk66 +lon_0=-100 +lat_0=41.3333333333 +lat_1=41.85 +lat_2=42.816666666666 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",41.85],PARAMETER["standard_parallel_2",42.816666666666],PARAMETER["latitude_of_origin",41.3333333333],PARAMETER["central_meridian",-100],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",41.85],PARAMETER["standard_parallel_2",42.816666666666],PARAMETER["latitude_of_origin",41.3333333333],PARAMETER["central_meridian",-100],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|New Hampshire|+proj=tmerc +ellps=clrk66 +lon_0=-71.6666666666 +lat_0=42.5 +k=0.99996666666667 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",42.5],PARAMETER["central_meridian",-71.66666666659999],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",42.5],PARAMETER["central_meridian",-71.66666666659999],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Oregon, North|+proj=lcc +ellps=clrk66 +lon_0=-120.5 +lat_0=43.6666666666 +lat_1=44.3333333333 +lat_2=46 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",44.3333333333],PARAMETER["standard_parallel_2",46],PARAMETER["latitude_of_origin",43.6666666666],PARAMETER["central_meridian",-120.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",44.3333333333],PARAMETER["standard_parallel_2",46],PARAMETER["latitude_of_origin",43.6666666666],PARAMETER["central_meridian",-120.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Missouri, West|+proj=tmerc +ellps=clrk66 +lon_0=-94.5 +lat_0=36.16666666666 +k=0.99994117647059 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",36.16666666666],PARAMETER["central_meridian",-94.5],PARAMETER["scale_factor",0.99994117647059],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",36.16666666666],PARAMETER["central_meridian",-94.5],PARAMETER["scale_factor",0.99994117647059],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|North Dakota, North|+proj=lcc +ellps=clrk66 +lon_0=-100.5 +lat_0=46 +lat_1=47.43333333333 +lat_2=48.73333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",47.43333333333],PARAMETER["standard_parallel_2",48.73333333333],PARAMETER["latitude_of_origin",46],PARAMETER["central_meridian",-100.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",47.43333333333],PARAMETER["standard_parallel_2",48.73333333333],PARAMETER["latitude_of_origin",46],PARAMETER["central_meridian",-100.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Maine, West|+proj=tmerc +ellps=clrk66 +lon_0=-70.16666666666 +lat_0=42.83333333333 +k=0.99996666666667 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",42.83333333333],PARAMETER["central_meridian",-70.16666666666001],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",42.83333333333],PARAMETER["central_meridian",-70.16666666666001],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Colorado, North|+proj=lcc +ellps=clrk66 +lon_0=-105.5 +lat_0=39.3333333333 +lat_1=39.716666666666 +lat_2=40.7833333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",39.716666666666],PARAMETER["standard_parallel_2",40.7833333333333],PARAMETER["latitude_of_origin",39.3333333333],PARAMETER["central_meridian",-105.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",39.716666666666],PARAMETER["standard_parallel_2",40.7833333333333],PARAMETER["latitude_of_origin",39.3333333333],PARAMETER["central_meridian",-105.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Utah, North|+proj=lcc +ellps=clrk66 +lon_0=-111.5 +lat_0=40.3333333333 +lat_1=40.716666666666 +lat_2=41.783333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",40.716666666666],PARAMETER["standard_parallel_2",41.783333333333],PARAMETER["latitude_of_origin",40.3333333333],PARAMETER["central_meridian",-111.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",40.716666666666],PARAMETER["standard_parallel_2",41.783333333333],PARAMETER["latitude_of_origin",40.3333333333],PARAMETER["central_meridian",-111.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Texas, South|+proj=lcc +ellps=clrk66 +lon_0=-98.4 +lat_0=25.6666666666 +lat_1=26.16666666666 +lat_2=27.83333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",26.16666666666],PARAMETER["standard_parallel_2",27.83333333333],PARAMETER["latitude_of_origin",25.6666666666],PARAMETER["central_meridian",-98.4],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",26.16666666666],PARAMETER["standard_parallel_2",27.83333333333],PARAMETER["latitude_of_origin",25.6666666666],PARAMETER["central_meridian",-98.4],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|California, Zone V|+proj=lcc +ellps=clrk66 +lon_0=-118 +lat_0=33.5 +lat_1=34.03333333333 +lat_2=35.46666666666 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",34.03333333333],PARAMETER["standard_parallel_2",35.46666666666],PARAMETER["latitude_of_origin",33.5],PARAMETER["central_meridian",-118],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",34.03333333333],PARAMETER["standard_parallel_2",35.46666666666],PARAMETER["latitude_of_origin",33.5],PARAMETER["central_meridian",-118],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Ohio, South|+proj=lcc +ellps=clrk66 +lon_0=-82.5 +lat_0=38 +lat_1=38.73333333333 +lat_2=40.03333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",38.73333333333],PARAMETER["standard_parallel_2",40.03333333333],PARAMETER["latitude_of_origin",38],PARAMETER["central_meridian",-82.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",38.73333333333],PARAMETER["standard_parallel_2",40.03333333333],PARAMETER["latitude_of_origin",38],PARAMETER["central_meridian",-82.5],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Michigan (current), South|+proj=lcc +ellps=b=6356813.9078 +lon_0=-84.3333333333 +lat_0=41.5 +lat_1=42 +lat_2=43.6666666666 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["unnamed ellipse",DATUM["unknown",SPHEROID["unnamed",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",42],PARAMETER["standard_parallel_2",43.6666666666],PARAMETER["latitude_of_origin",41.5],PARAMETER["central_meridian",-84.3333333333],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["unnamed ellipse",DATUM["unknown",SPHEROID["unnamed",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",42],PARAMETER["standard_parallel_2",43.6666666666],PARAMETER["latitude_of_origin",41.5],PARAMETER["central_meridian",-84.3333333333],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|New York, West|+proj=tmerc +ellps=clrk66 +lon_0=-78.583333333333 +lat_0=39 +k=0.99993750000000 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-78.583333333333],PARAMETER["scale_factor",0.9999375],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-78.583333333333],PARAMETER["scale_factor",0.9999375],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|South Dakota, North|+proj=lcc +ellps=clrk66 +lon_0=-100 +lat_0=43.83333333333 +lat_1=44.416666666666 +lat_2=45.683333333333 +x_0=609601.21920243848581 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",44.416666666666],PARAMETER["standard_parallel_2",45.683333333333],PARAMETER["latitude_of_origin",43.83333333333],PARAMETER["central_meridian",-100],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",44.416666666666],PARAMETER["standard_parallel_2",45.683333333333],PARAMETER["latitude_of_origin",43.83333333333],PARAMETER["central_meridian",-100],PARAMETER["false_easting",609601.2192024385],PARAMETER["false_northing",0]]|
State Plane - 1927|Mississippi, East|+proj=tmerc +ellps=clrk66 +lon_0=-88.83333333333 +lat_0=29.6666666666 +k=0.99996000000000 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",29.6666666666],PARAMETER["central_meridian",-88.83333333333],PARAMETER["scale_factor",0.99996],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",29.6666666666],PARAMETER["central_meridian",-88.83333333333],PARAMETER["scale_factor",0.99996],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1927|Florida, West|+proj=tmerc +ellps=clrk66 +lon_0=-82 +lat_0=24.3333333333 +k=0.99994117647059 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",24.3333333333],PARAMETER["central_meridian",-82],PARAMETER["scale_factor",0.99994117647059],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",24.3333333333],PARAMETER["central_meridian",-82],PARAMETER["scale_factor",0.99994117647059],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
